customer_id,recommended_action,action_reason,clv_category,risk_category,expected_clv_12m
C100210,REACTIVATION,Low CLV and high churn risk -- a low-cost automated reactivation campaign is more cost-effective than a high-touch retention effort for this segment.,Medium,High,13328.84
C100211,REACTIVATION,Low CLV and high churn risk -- a low-cost automated reactivation campaign is more cost-effective than a high-touch retention effort for this segment.,Low,High,4196.25
C100212,LOYALTY_REWARD,"High CLV, low churn risk -- reward loyalty to reinforce the relationship and unlock referral / advocacy potential.",Very High,Low,245799.98
C100213,REACTIVATION,Low CLV and high churn risk -- a low-cost automated reactivation campaign is more cost-effective than a high-touch retention effort for this segment.,Medium,High,17898.77
C100214,REACTIVATION,Low CLV and high churn risk -- a low-cost automated reactivation campaign is more cost-effective than a high-touch retention effort for this segment.,Low,High,7393.2
C100215,REACTIVATION,Low CLV and high churn risk -- a low-cost automated reactivation campaign is more cost-effective than a high-touch retention effort for this segment.,Low,High,3161.42
C100217,CROSS_SELL,Purchases across 10 categories with moderate engagement -- a cross-sell nudge into an adjacent category is likely to land.,High,Medium,49927.3
C100218,LOYALTY_REWARD,"High CLV, low churn risk -- reward loyalty to reinforce the relationship and unlock referral / advocacy potential.",High,Low,65552.24
C100219,REACTIVATION,Low CLV and high churn risk -- a low-cost automated reactivation campaign is more cost-effective than a high-touch retention effort for this segment.,Low,High,1077.58
C100220,REACTIVATION,Low CLV and high churn risk -- a low-cost automated reactivation campaign is more cost-effective than a high-touch retention effort for this segment.,Low,High,1393.04
C100221,REACTIVATION,Low CLV and high churn risk -- a low-cost automated reactivation campaign is more cost-effective than a high-touch retention effort for this segment.,Low,High,5268.6
C100222,LOYALTY_REWARD,"High CLV, low churn risk -- reward loyalty to reinforce the relationship and unlock referral / advocacy potential.",Very High,Low,484632.25
C100223,LOYALTY_REWARD,"High CLV, low churn risk -- reward loyalty to reinforce the relationship and unlock referral / advocacy potential.",Very High,Low,621803.3
C100224,LOYALTY_REWARD,"High CLV, low churn risk -- reward loyalty to reinforce the relationship and unlock referral / advocacy potential.",High,Low,185768.53
C100225,LOYALTY_REWARD,"High CLV, low churn risk -- reward loyalty to reinforce the relationship and unlock referral / advocacy potential.",High,Low,209662.45
C100226,REACTIVATION,Low CLV and high churn risk -- a low-cost automated reactivation campaign is more cost-effective than a high-touch retention effort for this segment.,Low,High,314.39
C100227,PREMIUM_SUPPORT,Elevated complaint history / low satisfaction score (2.0/5) -- prioritize a service-recovery touchpoint before any commercial offer.,Medium,Medium,16315.58
C100229,REACTIVATION,Low CLV and high churn risk -- a low-cost automated reactivation campaign is more cost-effective than a high-touch retention effort for this segment.,Low,High,6565.28
C100230,LOYALTY_REWARD,"High CLV, low churn risk -- reward loyalty to reinforce the relationship and unlock referral / advocacy potential.",Very High,Low,898112.11
C100231,CROSS_SELL,Purchases across 11 categories with moderate engagement -- a cross-sell nudge into an adjacent category is likely to land.,Medium,Medium,19363.96
C100232,LOYALTY_REWARD,"High CLV, low churn risk -- reward loyalty to reinforce the relationship and unlock referral / advocacy potential.",High,Low,127276.57
C100233,LOYALTY_REWARD,"High CLV, low churn risk -- reward loyalty to reinforce the relationship and unlock referral / advocacy potential.",Very High,Low,689129.94
C100234,NO_ACTION,No urgent signal in either direction -- monitor at next review cycle.,High,Medium,61639.45
C100235,REACTIVATION,Low CLV and high churn risk -- a low-cost automated reactivation campaign is more cost-effective than a high-touch retention effort for this segment.,Low,High,3868.72
C100236,CROSS_SELL,Purchases across 9 categories with moderate engagement -- a cross-sell nudge into an adjacent category is likely to land.,Medium,Medium,44062.51
C100237,REACTIVATION,Low CLV and high churn risk -- a low-cost automated reactivation campaign is more cost-effective than a high-touch retention effort for this segment.,Low,High,1004.75
C100238,LOYALTY_REWARD,"High CLV, low churn risk -- reward loyalty to reinforce the relationship and unlock referral / advocacy potential.",Very High,Low,228226.79
C100239,REACTIVATION,Low CLV and high churn risk -- a low-cost automated reactivation campaign is more cost-effective than a high-touch retention effort for this segment.,Medium,High,12323.67
C100240,REACTIVATION,Low CLV and high churn risk -- a low-cost automated reactivation campaign is more cost-effective than a high-touch retention effort for this segment.,Medium,High,15600.39
C100241,LOYALTY_REWARD,"High CLV, low churn risk -- reward loyalty to reinforce the relationship and unlock referral / advocacy potential.",Very High,Low,432772.79
C100242,LOYALTY_REWARD,"High CLV, low churn risk -- reward loyalty to reinforce the relationship and unlock referral / advocacy potential.",Very High,Low,609171.16
C100243,LOYALTY_REWARD,"High CLV, low churn risk -- reward loyalty to reinforce the relationship and unlock referral / advocacy potential.",Very High,Low,237046.25
C100244,PREMIUM_SUPPORT,Elevated complaint history / low satisfaction score (1.3/5) -- prioritize a service-recovery touchpoint before any commercial offer.,Medium,Medium,33384.04
C100245,LOYALTY_REWARD,"High CLV, low churn risk -- reward loyalty to reinforce the relationship and unlock referral / advocacy potential.",Very High,Low,592380.52
C100246,LOYALTY_REWARD,"High CLV, low churn risk -- reward loyalty to reinforce the relationship and unlock referral / advocacy potential.",Very High,Low,764034.87
C100247,NO_ACTION,No urgent signal in either direction -- monitor at next review cycle.,Medium,Low,22383.3
C100248,REACTIVATION,Low CLV and high churn risk -- a low-cost automated reactivation campaign is more cost-effective than a high-touch retention effort for this segment.,Low,High,562.79
C100249,REACTIVATION,Low CLV and high churn risk -- a low-cost automated reactivation campaign is more cost-effective than a high-touch retention effort for this segment.,Medium,High,13883.65
C100250,PREMIUM_SUPPORT,Elevated complaint history / low satisfaction score (2.0/5) -- prioritize a service-recovery touchpoint before any commercial offer.,Medium,Medium,28429.88
C100251,PREMIUM_SUPPORT,Elevated complaint history / low satisfaction score (1.3/5) -- prioritize a service-recovery touchpoint before any commercial offer.,High,Medium,48840.69
C100252,REACTIVATION,Low CLV and high churn risk -- a low-cost automated reactivation campaign is more cost-effective than a high-touch retention effort for this segment.,Medium,High,18515.17
C100253,PREMIUM_SUPPORT,Elevated complaint history / low satisfaction score (2.0/5) -- prioritize a service-recovery touchpoint before any commercial offer.,Medium,Medium,31098.39
C100254,LOYALTY_REWARD,"High CLV, low churn risk -- reward loyalty to reinforce the relationship and unlock referral / advocacy potential.",High,Low,110277.93
C100255,LOYALTY_REWARD,"High CLV, low churn risk -- reward loyalty to reinforce the relationship and unlock referral / advocacy potential.",High,Low,186483.1
C100256,PREMIUM_SUPPORT,Elevated complaint history / low satisfaction score (1.0/5) -- prioritize a service-recovery touchpoint before any commercial offer.,Medium,Medium,12985.66
C100257,REACTIVATION,Low CLV and high churn risk -- a low-cost automated reactivation campaign is more cost-effective than a high-touch retention effort for this segment.,Low,High,721.2
C100258,PREMIUM_SUPPORT,Elevated complaint history / low satisfaction score (2.0/5) -- prioritize a service-recovery touchpoint before any commercial offer.,High,Medium,55681.0
C100259,LOYALTY_REWARD,"High CLV, low churn risk -- reward loyalty to reinforce the relationship and unlock referral / advocacy potential.",High,Low,94583.18
C100260,REACTIVATION,Low CLV and high churn risk -- a low-cost automated reactivation campaign is more cost-effective than a high-touch retention effort for this segment.,Low,High,1693.31
C100261,LOYALTY_REWARD,"High CLV, low churn risk -- reward loyalty to reinforce the relationship and unlock referral / advocacy potential.",Very High,Low,766878.58
C100262,REACTIVATION,Low CLV and high churn risk -- a low-cost automated reactivation campaign is more cost-effective than a high-touch retention effort for this segment.,Low,High,1324.74
C100263,LOYALTY_REWARD,"High CLV, low churn risk -- reward loyalty to reinforce the relationship and unlock referral / advocacy potential.",Very High,Low,486535.44
C100264,PREMIUM_SUPPORT,Elevated complaint history / low satisfaction score (1.8/5) -- prioritize a service-recovery touchpoint before any commercial offer.,High,Medium,64383.96
C100265,REACTIVATION,Low CLV and high churn risk -- a low-cost automated reactivation campaign is more cost-effective than a high-touch retention effort for this segment.,Low,High,2541.05
C100266,LOYALTY_REWARD,"High CLV, low churn risk -- reward loyalty to reinforce the relationship and unlock referral / advocacy potential.",Very High,Low,400000.5
C100267,REACTIVATION,Low CLV and high churn risk -- a low-cost automated reactivation campaign is more cost-effective than a high-touch retention effort for this segment.,Low,High,7496.74
C100269,LOYALTY_REWARD,"High CLV, low churn risk -- reward loyalty to reinforce the relationship and unlock referral / advocacy potential.",Very High,Low,519548.37
C100270,NO_ACTION,No urgent signal in either direction -- monitor at next review cycle.,Medium,Medium,36474.04
C100271,LOYALTY_REWARD,"High CLV, low churn risk -- reward loyalty to reinforce the relationship and unlock referral / advocacy potential.",High,Low,48901.27
C100272,LOYALTY_REWARD,"High CLV, low churn risk -- reward loyalty to reinforce the relationship and unlock referral / advocacy potential.",Very High,Low,313009.1
C100273,LOYALTY_REWARD,"High CLV, low churn risk -- reward loyalty to reinforce the relationship and unlock referral / advocacy potential.",High,Low,85174.16
C100274,LOYALTY_REWARD,"High CLV, low churn risk -- reward loyalty to reinforce the relationship and unlock referral / advocacy potential.",Very High,Low,595902.98
C100275,LOYALTY_REWARD,"High CLV, low churn risk -- reward loyalty to reinforce the relationship and unlock referral / advocacy potential.",High,Low,170348.65
C100276,LOYALTY_REWARD,"High CLV, low churn risk -- reward loyalty to reinforce the relationship and unlock referral / advocacy potential.",High,Low,217204.92
